"query.text","query.parsed.housenumber","query.parsed.street","query.parsed.postcode","query.parsed.city","query.parsed.state","query.parsed.expected_type","datasource.sourcename","datasource.attribution","datasource.license","datasource.url","country","country_code","state","county","city","hamlet","postcode","street","housenumber","lon","lat","state_code","district","result_type","formatted","address_line1","address_line2","category","timezone.name","timezone.offset_STD","timezone.offset_STD_seconds","timezone.offset_DST","timezone.offset_DST_seconds","timezone.abbreviation_STD","timezone.abbreviation_DST","plus_code","plus_code_short","rank.importance","rank.popularity","rank.confidence","rank.confidence_city_level","rank.confidence_street_level","rank.match_type","place_id","distance","name","suburb","municipality","village","query.parsed.unit","ref","query.parsed.country","quarter","query.parsed.county"
"119 S Stephenson AVE, Iron Mountain, MI 49801","119","s stephenson ave","49801","iron mountain","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Dickinson County","Iron Mountain","","49801","South Stephenson Avenue","119","-88.06473381632652","45.821831714285715","MI","","building","119 South Stephenson Avenue, Iron Mountain, MI 49801, United States of America","119 South Stephenson Avenue","Iron Mountain, MI 49801, United States of America","","America/Menominee","-06:00","-21600","-05:00","-18000","CST","CDT","86QHRWCP+P4","CP+P4 Iron Mountain, Dickinson County, United States","-0.74","1.0495957841233257","1","1","1","full_match","5155044e99240456c0591dd617c831e94640f00102f90188227f0200000000c00203","","","","","","","","","",""
"902 S Cedar ST, Kalkaska, MI 49646","902","s cedar st","49646","kalkaska","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Kalkaska County","Kalkaska","","49646","South Cedar Street","","-85.1768559","44.7326192","MI","","street","South Cedar Street, Kalkaska, MI 49646, United States of America","South Cedar Street","Kalkaska, MI 49646, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86PPPRMF+27","MF+27 Kalkaska, Kalkaska County, United States","0.6100099999999999","1.2392307863224687","0.5","1","1","match_by_street","51b3a6689b514b55c059fa354877c65d4640f00102f90190ab430700000000c00204920312536f75746820436564617220537472656574","","South Cedar Street","","Kalkaska Township","","","US 131;M 72;M 66","","",""
"1250 S. Mitchell ST, Cadillac, MI 49601","1250","s. mitchell st","49601","cadillac","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Wexford County","Cadillac","","49601","South Mitchell Street","1250","-85.39659508284414","44.23888149512215","MI","","building","1250 South Mitchell Street, Cadillac, MI 49601, United States of America","1250 South Mitchell Street","Cadillac, MI 49601, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86PP6JQ3+H9","Q3+H9 Cadillac, Wexford County, United States","-0.74","1.2065490924225566","1","1","1","full_match","517ba457d0615955c059a99538ab931e4640f00102f9016f8b6b0200000000c00203","","","","Clam Lake Township","","","","","",""
"3446 State ST, Saginaw, MI 48602","3446","state st","48602","saginaw","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Saginaw County","City of Saginaw","","48602","State Street","3446","-83.98895002040815","43.436735224489794","MI","WitMor Heights","building","3446 State Street, City of Saginaw, MI 48602, United States of America","3446 State Street","City of Saginaw, MI 48602, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86MRC2P6+MC","","-0.8399999999999999","1.7213679014951362","1","1","1","full_match","5105c206f54aff54c059f21899f0e6b74540f00102f90191a1a80100000000c00203","","","","","","","","","",""
"5666 W. US-2, Manistique, MI 49854","5666","w. us-2","49854","manistique","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Schoolcraft County","Manistique","","","","","-86.246419","45.95779","MI","","city","Manistique, MI, United States of America","Manistique, MI","United States of America","administrative","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86QMXQ53+4C","+4C Manistique, Schoolcraft County, United States","0.46895940081389986","0.9759826106737186","0.25","1","","match_by_city_or_disrict","513c873254c58f55c059ca37dbdc98fa4640f00101f9017c0f020000000000c00208","0","","","","","","","","",""
"907 E. Broomfield ST, Mt. Pleasant, MI 48858","907","e. broomfield st","48858","mt. pleasant","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Isabella County","Mount Pleasant","","48858","East Broomfield Street","907","-84.76720086654169","43.58266862592679","MI","","building","907 East Broomfield Street, Mount Pleasant, MI 48858, United States of America","907 East Broomfield Street","Mount Pleasant, MI 48858, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86MQH6MM+34","H6MM+34, 48858 Mount Pleasant, United States","-0.74","1.815416116526559","1","1","1","full_match","519ad0a9d1193155c0596361b2e294ca4540f00102f901fa83c80800000000c00203","","","","Union Charter Township","","","","","",""
"1520 US 131 HWY, Petoskey, MI 49770","1520","us 131 hwy","49770","petoskey","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Emmet County","Bear Creek Township","","49770","US-131","1520","-84.96835687755102","45.35473824489796","MI","","building","1520 US-131, Bear Creek Township, MI 49770, United States of America","1520 US-131","Bear Creek Township, MI 49770, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86QQ923J+VM","","-0.8399999999999999","1.2294334854988929","0.9","1","0.9","full_match","510dfc1f8ff93d55c059143d141068ad4640f00102f90106abc54200000000c00203","","","","","","","","","",""
"15391 S Dixie HWY, Monroe, MI 48161","15391","s dixie hwy","48161","monroe","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Monroe County","Monroe Charter Township","","48161","South Dixie Highway","15391","-83.41500514285714","41.895871642857145","MI","","building","15391 South Dixie Highway, Monroe Charter Township, MI 48161, United States of America","15391 South Dixie Highway","Monroe Charter Township, MI 48161, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86HRVHWM+8X","","-0.74","2.2156147260747994","1","1","1","full_match","51910fbb718fda54c0591cbe07ecabf24440f00102f9011bf7220d00000000c00203","","","","","","","","","",""
"1207 N Mission ST, Mt. Pleasant, MI 48858","1207","n mission st","48858","mt. pleasant","mi","building","mixed","","","","United States","us","Michigan","Isabella County","Mount Pleasant","","48858","North Mission Street","1207","-84.7678062","43.6154911","MI","Union","building","1207 North Mission Street, Mount Pleasant, MI 48858, United States of America","1207 North Mission Street","Mount Pleasant, MI 48858, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86MQJ68J+5V","J68J+5V, 48858 Mount Pleasant, United States","","1.5465918357136181","1","1","1","full_match","51a0aa9dbc233155c05952bd9069c8ce4540c00203e2031f6d697865643a616464726573733a706f6c796c696e653a3331383031363035","","","","","","","","","",""
"499 Dickerson RD, Gaylord, MI 49735","499","dickerson rd","49735","gaylord","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Otsego County","Gaylord","","49735","Dickerson Road","499","-84.687674","45.021793","MI","","building","499 Dickerson Road, Gaylord, MI 49735, United States of America","499 Dickerson Road","Gaylord, MI 49735, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86QQ28C6+PW","C6+PW, 49735 Gaylord, United States","-0.8399999999999999","1.3035679476913478","1","1","1","full_match","51cf13cfd9022c55c0591024ef1cca824640f00102f901adc1110100000000c00203","","","","Bagley Township","","","","","",""
"595 S Glaspie ST, Oxford, MI 48371","595","s glaspie st","48371","oxford","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Oakland County","Oxford Charter Township","","48371","South Glaspie Street","595","-83.25679461064763","42.81955738803086","MI","","building","595 South Glaspie Street, Oxford Charter Township, MI 48371, United States of America","595 South Glaspie Street","Oxford Charter Township, MI 48371, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86JRRP9V+R7","","-0.74","2.2070821120830377","1","1","1","full_match","5152a1a9526fd054c059d464a941e7684540f00102f9012bba840000000000c00203","","","","","Oxford","","","","",""
"4162 Eastern Ave SE, Grand Rapids, MI 49508","4162","eastern ave se","49508","grand rapids","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Kent County","Wyoming","","49508","Eastern Avenue Southeast","4162","-85.64600115306122","42.88904562244898","MI","","building","4162 Eastern Avenue Southeast, Wyoming, MI 49508, United States of America","4162 Eastern Avenue Southeast","Wyoming, MI 49508, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86JPV9Q3+JH","V9Q3+JH, 49508 Wyoming, United States","-0.8399999999999999","2.351491775649761","1","1","1","full_match","51e1643815586955c0590189383fcc714540f00102f901c918f74600000000c00203","","","Third Ward","","","","","","",""
"5324 Meredith ST, Portage, MI 49002","5324","meredith st","49002","portage","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Kalamazoo County","Portage","","49002","Meredith Street","5324","-85.5357751632653","42.24000367346939","MI","","building","5324 Meredith Street, Portage, MI 49002, United States of America","5324 Meredith Street","Portage, MI 49002, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86JP6FR7+2M","6FR7+2M, 49002 Portage, United States","-0.8399999999999999","2.1834798433811646","1","1","1","full_match","51f20ee9234a6255c059463cbc70b81e4540f00102f9015630100100000000c00203","","","","","","","","","",""
"26760 Lahser RD, Southfield, MI 48033","26760","lahser rd","48033","southfield","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Oakland County","Southfield","","48033","Lahser Road","26760","-83.26111593127052","42.48421234532442","MI","","building","26760 Lahser Road, Southfield, MI 48033, United States of America","26760 Lahser Road","Southfield, MI 48033, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86JRFPMQ+MH","FPMQ+MH Southfield, Oakland County, United States","-0.8399999999999999","4.04995814460144","1","1","1","full_match","516051981fb6d054c05972be8dabfa3d4540f00102f90196d9752500000000c00203","","","","","","","","","",""
"1949 W. Twelve Mile RD, Suite 200, Berkley, MI 48072","1949","w. twelve mile rd","48072","berkley","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Oakland County","Berkley","","48072","","","-83.1835389","42.5030909","MI","","postcode","Berkley, MI 48072, United States of America","Berkley, MI 48072","United States of America","administrative","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86JRGR38+6H","+6H, 48072 Berkley, United States","0.5330614454416833","4.9016650238022414","0.25","1","","match_by_postcode","51ce42f119bfcb54c0592535594865404540f00101f901850d020000000000c00207","0","","","","","suite 200","","","",""
"3518 Grange Hall RD, Holly, MI 48442","3518","grange hall rd","48442","holly","mi","building","openaddresses","© OpenAddresses contributors","BSD-3-Clause License","","United States","us","Michigan","Oakland County","Holly","","48442","Grange Hall Road","3518","-83.629085","42.805919","MI","Holly Township","building","3518 Grange Hall Road, Holly, MI 48442, United States of America","3518 Grange Hall Road","Holly, MI 48442, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86JRR94C+99","4C+99 Holly, Oakland County, United States","","2.3205069086164296","1","1","1","full_match","51de59bbed42e854c059ce1c925a28674540c00203e203486f70656e6164647265737365733a616464726573733a75732f6d692f73656d636f672d6164647265737365732d636f756e74792e6373763a63376263356631616561653737666231","","","","","","","","","",""
"9426 E. Birch Run RD, Birch Run, MI 48415","9426","e. birch run rd","48415","birch run","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Saginaw County","Village of Birch Run","","48415","East Birch Run Road","","-83.770492","43.250195","MI","Birch Run Township","street","East Birch Run Road, Village of Birch Run, MI 48415, United States of America","East Birch Run Road","Village of Birch Run, MI 48415, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86MR762H+3R","","0.8100099999999999","1.5503983389414846","0.5","1","1","match_by_street","511975adbd4ff154c059b54fc76306a04540f00102f9013b0a120100000000c00204920313456173742042697263682052756e20526f6164e203266f70656e7374726565746d61703a7374726565743a706f6c796c696e653a3238393438303138","","East Birch Run Road","","Birch Run Township","","","M 54;M 83","","",""
